,AL1,AL2,AL3,AL4,AL5,AL6,AL7,AL8,AL9,AL10,AL11,AL12,AL13,AL14,AL15,AL16,AL17,AL18,AL19,AL20,AL21,AL22,AL23,AD1,AD2,AD3,AD4,AD5,LL1,LL2,LL3,LL4,LL5,LL6,LL7,LL8,LD1,LD2
Cre09.g412050.v5.5,2.93855,2.03018,2.46345,2.70167,2.34864,2.15466,2.33711,3.00936,2.32747,1.97323,2.36719,2.58322,2.74689,3.3143,3.18369,3.24853,4.02579,3.55242,2.98145,2.56533,3.01405,2.54466,2.21839,1.74397,2.23711,1.98526,6.20386,1.89084,1.07898,0.415028,0.673919,0.544232,0.523569,0.567975,0.580432,0.560325,1.56859,1.67436
Cre09.g412100.v5.5,575.33,433.447,437.733,451.857,481.322,553.263,452.19,739.555,495.201,513.985,626.697,653.012,724.9,744.941,1003.88,795.452,771.558,797.612,981.294,587.216,1229.45,379.741,350.471,236.859,311.01,125.277,118.346,328.639,2162.94,2369.78,2713.5,2160.82,2416.68,2017.53,2099.5,2024.6,1932.86,1843.9
Cre09.g412150.v5.5,2.01757,0.936294,1.29241,1.19582,1.84205,1.15143,1.46652,2.0852,1.203,1.58724,1.26064,1.96175,2.02027,1.64326,1.89387,2.12373,2.04945,1.82569,1.74083,1.56342,1.68457,1.94391,1.44672,1.83899,1.32805,2.6455,1.53297,1.87053,1.59647,1.47034,4.53659,1.89004,1.5566,1.96307,2.1178,2.25617,3.46807,4.25137
Cre09.g412250.v5.5,4.39039,3.28721,2.52728,2.92871,2.68969,4.42526,4.54897,3.55981,4.81381,7.52842,5.29447,4.84044,5.40041,4.46994,3.80065,3.63064,4.11849,4.53394,5.2784,5.74022,5.02938,6.79588,5.69214,2.04313,2.19472,1.81641,2.01738,6.49966,2.00511,1.03856,1.28195,2.26768,1.80975,1.34542,1.56632,1.66254,3.9932,3.76176
Cre09.g412300.v5.5,13.9336,16.6894,13.0455,17.2366,17.2427,14.194,12.9569,11.9582,14.7146,20.1187,20.5939,19.2045,16.9315,14.6308,22.7908,28.9462,29.97,19.2494,19.3833,19.2319,17.4699,18.0176,12.3565,45.7789,37.1774,54.3263,62.0111,16.4282,15.0129,12.1823,21.6804,10.6013,9.28178,10.3571,6.07706,13.1229,9.94689,8.97752
Cre09.g412350.v5.5,2.44869,2.01471,2.65787,1.40884,1.34906,1.57665,1.21108,0.896304,1.2017,2.42279,2.6189,1.83075,1.31416,1.59379,1.41354,2.24512,1.6479,1.45708,1.66512,1.46031,1.86078,1.93504,2.17918,8.64049,6.64362,9.06464,8.06105,3.56629,0.715689,1.1895,0.873774,1.12189,0.948191,1.10483,0.709777,1.06883,3.04022,2.70239
Cre09.g412400.v5.5,5.89416,4.5766,4.72018,5.34353,4.39585,3.50048,3.8223,3.71482,4.15572,5.24197,4.92515,4.90099,6.30861,7.31236,5.00335,2.58906,2.99928,2.4957,4.05593,3.585,2.57771,2.39839,2.04808,1.51406,1.50262,1.08316,0.356446,1.11601,5.77913,6.67295,1.88044,4.97613,7.58505,6.22156,10.9796,7.1987,16.3589,15.1154
Cre09.g412500.v5.5,9.77897,5.52572,5.92032,8.07936,8.10738,5.88391,7.14185,10.2561,10.173,10.4804,9.15799,5.62092,6.52815,6.92082,9.2834,7.08186,7.46964,8.21671,8.15325,7.5353,4.55453,9.76634,14.7657,21.9945,13.6291,26.6573,16.8663,13.8968,5.67074,6.2257,3.56656,7.11573,6.22642,7.24063,9.48712,7.13596,2.2884,3.00871
Cre09.g412550.v5.5,5.81378,6.21941,4.78482,5.9792,5.73936,6.08685,5.14942,3.88685,6.14956,7.10471,6.04113,3.27899,4.8381,2.70168,5.66863,4.59112,4.03702,4.49397,4.89765,4.5051,4.69673,7.32034,7.15867,2.63958,3.2329,2.94585,1.99959,5.37601,2.11327,1.57436,2.43535,2.03945,2.16084,1.46405,1.75281,1.85483,2.45346,2.86147
Cre09.g412600.v5.5,3.81554,2.44193,2.42348,3.49908,5.21713,4.28755,3.50292,4.31804,3.65475,3.6052,5.20571,4.51475,5.09018,4.47488,4.5891,6.13928,5.93375,5.35503,4.78868,4.82537,5.26705,5.46023,3.9809,1.36016,1.88452,1.55867,5.42776,3.68583,1.08872,1.52072,3.16651,1.65064,1.69187,1.76279,1.29545,2.01689,4.25335,4.89079
Cre09.g412650.v5.5,1.73713,2.03766,1.79029,1.87559,1.25942,1.53965,1.39947,0.369359,1.72059,2.31425,2.16019,1.39269,2.52505,1.63669,2.43471,1.11847,1.27058,1.26185,1.71004,1.3722,1.25798,1.81539,1.99589,2.26462,1.98525,2.11918,1.73173,1.42421,0.448871,0.341412,0.148583,0.301347,0.533433,0.354841,0.208349,0.353199,2.26502,2.32811
Cre09.g412700.v5.5,4.9882,2.98527,3.31214,4.96653,3.0702,3.69731,3.56677,4.40078,3.82313,3.87778,3.77492,4.32592,5.50335,4.22148,2.73229,4.82085,5.06311,5.4546,3.91094,3.03031,4.32107,4.31696,3.44381,1.95266,3.00999,2.10783,4.36496,4.58358,3.93526,1.75646,2.05772,1.45262,2.96019,1.82899,4.6715,1.73796,4.15084,3.75364
Cre09.g412750.v5.5,6.09107,5.61866,6.13804,4.54644,5.09202,4.99362,4.48501,4.89185,4.91029,6.64439,5.89264,4.54533,3.76166,3.89624,3.78112,3.95286,4.09516,3.59629,3.96799,5.04904,3.63586,6.63308,5.14586,4.59181,5.28222,5.31367,9.6971,3.61499,2.05677,1.82077,2.22139,1.79839,2.53396,2.32012,2.44589,2.4776,4.21385,4.20855
Cre09.g412787.v5.5,1.62755,1.81518,1.66393,1.76391,1.59242,1.36149,1.94152,1.02648,1.70574,2.2058,1.91973,1.73315,1.73834,1.58853,2.22677,2.42245,1.9609,1.66188,1.74029,1.3279,1.66917,1.73035,1.4745,2.84604,2.31352,2.91311,2.14106,1.79451,0.704671,0.280821,0.553705,0.37352,0.311447,0.437217,0.431737,0.283342,1.35475,1.56825
Cre09.g412803.v5.5,42.0437,45.8993,44.9315,40.6386,29.1571,41.4442,41.8093,29.4604,40.8777,37.918,32.9626,32.159,29.782,25.291,31.6725,36.6021,37.4369,33.5087,38.8012,40.7911,29.1888,41.8653,44.2298,56.3432,47.4765,53.978,81.5248,44.2678,23.9019,18.9805,17.6371,27.1771,27.8584,33.66,27.8487,30.0618,37.4508,37.881
Cre09.g412850.v5.5,3.25737,2.76816,3.80958,2.9132,3.80406,3.27109,8.00283,2.37919,3.46176,2.09934,3.22168,4.80063,4.56246,4.38834,4.12658,6.55381,5.64229,4.10633,4.03265,4.57374,4.12935,2.94707,1.94888,5.64924,5.43414,5.30577,7.26804,3.13006,2.92141,1.92932,6.39193,2.81631,2.56048,3.3564,3.30251,2.89812,3.42413,3.95294
Cre09.g413050.v5.5,0.690226,1.00564,1.39236,0.825885,1.0908,0.904865,1.06546,1.68782,1.02522,0.696875,0.875282,0.661725,0.796736,1.88543,1.17719,0.980406,1.17373,0.881888,0.912709,0.487499,0.58899,0.53599,1.69024,2.13795,2.52185,2.55254,3.46494,1.97641,0.809533,1.39764,0.840005,1.47826,1.16136,1.4079,1.43391,2.02903,8.09499,8.61117
Cre09.g413075.v5.5,11.0455,11.8118,13.7964,9.61453,10.6414,7.90291,14.5621,10.4948,10.4998,10.1465,10.7896,9.22066,9.84655,10.5717,9.5291,9.61947,10.8035,10.2341,8.65764,13.3115,10.453,10.8974,8.8988,15.8726,17.927,18.827,7.21567,13.8766,9.46908,8.3036,11.9616,9.84127,7.99048,12.2506,6.81651,12.0978,14.3913,13.4595
Cre09.g413100.v5.5,1.66397,2.18636,2.40295,2.41594,1.61936,2.39785,3.67865,5.18393,4.40558,4.81213,4.87702,5.69526,4.98214,3.85815,4.02878,2.71769,2.17239,3.86361,5.48991,3.34428,5.3603,4.00803,4.03575,0.365445,0.352362,0.313167,0.01,0.328893,0.176968,0.242903,0.0669556,0.456323,1.13785,0.397648,1.46603,0.74648,0.140502,0.0940761
Cre09.g413114.v5.5,6.98935,5.39138,6.06183,7.97072,7.1282,5.03567,6.21916,6.90056,3.61799,12.4247,9.98926,6.21815,8.16307,12.4993,11.9578,14.8188,13.747,13.553,7.34457,5.55154,9.50405,8.48766,3.69635,1.61033,1.21826,0.979636,2.0997,0.600149,2.81754,1.52131,1.5887,1.3805,2.43865,1.54133,0.988746,1.8234,1.12034,0.686651
Cre09.g413150.v5.5,5.2771,5.13465,7.07466,4.07721,2.91236,3.17311,4.89357,3.84959,4.45059,4.04345,2.2428,2.89191,2.29116,2.29718,3.10609,1.23569,1.44964,3.7608,3.04361,3.25642,1.38876,4.57874,5.2573,49.8491,38.4995,36.5911,25.5875,7.5443,2.0701,0.946043,0.844891,0.960849,1.64435,2.50349,12.4811,3.21918,2.14536,1.70351
Cre09.g413200.v5.5,1.55919,2.32416,1.41059,1.66543,2.40016,2.13888,1.24346,0.93904,1.85704,3.67281,2.72333,0.991781,1.29707,1.6935,2.47174,1.87054,1.91935,1.18101,1.41314,1.53747,1.4345,1.52816,1.56114,0.133361,0.232261,0.037004,0.31813,2.34652,2.43246,3.02186,1.43769,1.42236,2.56959,1.28559,1.12678,3.92128,9.56131,10.5136
Cre09.g413250.v5.5,3.3516,3.71352,4.50876,4.02144,4.73086,5.78261,4.03643,5.40143,4.10057,8.14103,6.24638,3.50056,4.52944,6.94139,7.46579,4.27241,3.22882,5.47961,4.25492,3.33703,4.95693,5.51331,10.1413,3.85257,1.76568,2.95388,2.86411,8.35874,1.39798,2.31869,1.59459,3.15954,3.92588,1.99661,2.17878,3.635,4.21885,4.38761
Cre09.g413300.v5.5,1.00856,0.767527,0.943339,0.972847,0.954575,1.33996,0.319573,2.93431,1.49995,1.58855,1.24379,1.14812,2.43124,1.41837,0.513579,1.11069,0.901293,1.24578,1.31404,0.968708,2.31266,2.28643,2.62432,0.686732,0.577901,0.842215,0.785273,2.28274,2.37143,2.30972,1.64582,2.6494,3.31319,2.24783,3.78575,2.65779,3.39836,3.36309
Cre09.g413400.v5.5,15.4898,19.9254,17.9167,17.5352,21.6002,19.5822,18.8596,19.5046,17.9146,16.416,15.6545,14.8535,15.1602,14.7877,15.6931,15.7915,15.1242,16.63,16.4039,16.4012,12.7498,16.0754,17.4826,8.27975,6.58486,9.13636,6.04605,10.9232,12.2518,8.11163,6.94478,7.92916,4.43752,8.04878,8.81986,8.93381,7.7748,8.47619
Cre09.g413450.v5.5,2.32388,2.26365,1.98358,1.67547,1.61317,2.85336,2.30391,1.05772,2.71492,1.80828,2.13947,2.78254,1.23428,1.92757,1.24653,1.75717,2.1225,2.00342,1.78941,1.30179,1.70432,1.34617,2.49968,2.42829,1.30423,2.37956,0.732607,1.57801,1.12693,1.25825,1.48521,1.39955,1.2328,1.19452,3.26353,1.95005,2.63501,3.2157
Cre09.g413500.v5.5,200.352,269.352,166.35,190.156,260.041,245.039,211.827,236.857,233.376,407.137,276.814,179.429,170.216,170.154,223.127,246.335,225.345,231.149,204.063,240.82,197.247,302.4,299.038,48.2714,48.9985,50.0452,60.0408,167.461,16.3865,22.0862,21.8881,17.7849,25.2563,22.5776,19.5058,23.9502,43.735,36.9149
Cre09.g413533.v5.5,3.26027,3.23856,2.32057,2.32793,3.65881,3.06821,3.54403,2.0656,2.72551,1.72471,2.86824,4.35382,2.67847,3.09943,3.91568,3.6659,3.97116,3.67671,1.88662,4.06203,1.62839,3.43838,1.80715,23.5322,18.2737,16.2105,1.05194,0.448945,0.770968,0.0472407,0.121016,0.0690432,0.108642,0.21465,0.636192,0.943944,0.0793654,0.123996
Cre09.g413600.v5.5,2.53084,2.04063,2.28177,2.87607,2.05842,2.04617,3.80405,3.06486,2.02108,2.67193,2.4759,2.53537,2.52997,2.32305,3.09435,2.32021,2.45751,2.57077,2.38863,2.22578,1.89854,4.12272,3.16863,1.4885,1.70172,1.6387,1.46265,1.32021,1.81527,0.868379,0.412431,1.59314,1.75023,1.06047,1.49707,1.32513,2.84813,2.29725
Cre09.g413650.v5.5,2.19637,2.26144,2.04292,1.82289,2.19074,1.61828,2.13886,2.19875,1.47583,2.32056,2.19066,2.10482,2.59844,2.06201,1.67806,1.70721,1.84043,1.75482,2.15827,1.8494,1.86877,2.13124,1.95507,1.61565,1.43007,2.09132,1.78912,1.28532,2.02868,1.50968,2.13794,1.4732,1.53433,1.40675,1.06402,1.66298,3.75104,3.5826
Cre09.g413750.v5.5,10.1422,12.0817,11.2568,10.8155,11.5615,10.8828,12.4072,11.2077,10.9117,21.9074,14.1458,7.94237,9.87498,8.43946,7.28238,7.68976,5.54393,6.96624,7.9779,9.91817,11.208,19.795,16.1998,13.5582,14.8935,12.1307,12.5831,16.5119,4.98981,7.61063,7.07374,7.64272,5.72514,7.13703,2.25602,6.08972,7.37617,8.26006
Cre09.g413800.v5.5,1.77317,1.98118,2.33887,3.40695,1.53947,2.75084,2.61651,3.46319,2.10713,3.98308,2.18778,2.05758,1.61885,1.27576,1.70244,1.76042,2.32637,2.68178,2.33264,1.52559,2.06665,3.41686,4.68022,5.38451,7.96032,4.38243,4.16676,3.70433,1.0017,0.970058,0.865734,1.10575,1.91406,0.875061,1.79099,1.64336,3.0664,3.01366
Cre09.g413850.v5.5,6.03333,5.26306,4.40456,6.32996,5.34286,7.22968,6.40746,4.59634,5.06056,12.9487,7.63538,9.93696,5.84243,5.89326,3.93575,7.18225,8.16669,6.09667,5.61553,4.00194,4.60718,13.0862,10.3258,1.44216,1.69542,1.89431,0.489797,4.52144,3.30158,2.45617,3.19639,2.18178,3.6207,2.25153,3.06747,2.365,1.85425,1.51746
Cre09.g413900.v5.5,24.4645,25.4531,21.5681,22.3541,30.3431,29.6703,20.8007,25.2338,26.5177,30.723,24.5136,21.2133,20.2848,25.7095,24.902,28.9785,25.2104,22.7781,21.9417,21.3381,26.5913,25.5493,35.1063,17.0348,13.187,14.7191,11.6077,10.1509,42.0743,23.8151,25.9838,27.8915,25.4879,21.4709,26.7112,25.9044,7.47544,6.63254
Cre09.g414000.v5.5,2.8804,2.02727,2.41173,4.0084,2.58982,2.51861,4.47959,3.6808,3.11112,3.60115,2.55264,5.90205,2.82756,5.34757,3.35738,3.85687,4.58254,4.54263,5.22442,2.99294,4.83316,5.02601,2.00652,2.79411,2.49745,2.38061,1.05953,3.22765,4.38869,5.97479,3.48786,2.09848,2.99276,1.99849,4.07287,2.99501,10.0994,9.43768
Cre09.g414050.v5.5,33.1311,36.572,34.4427,37.3561,28.7206,33.0697,42.9356,34.7322,38.9872,22.9492,26.5685,37.7604,41.059,37.3159,30.3734,34.5566,31.1678,38.6331,35.831,31.7735,34.1988,21.8831,25.2893,37.2699,40.8814,40.2572,47.1293,17.1381,46.182,39.6976,42.4297,40.068,44.8211,29.9549,32.1018,37.063,24.1712,22.3868
Cre09.g414100.v5.5,7.96903,12.1035,8.95732,8.71179,9.5846,9.9477,10.105,10.0236,11.1013,7.87432,7.97451,10.1833,9.86535,9.92255,9.91971,8.18843,8.892,8.78851,9.86003,11.2815,9.66453,7.62512,8.50884,10.5877,11.545,12.2704,9.24291,8.54554,14.7794,8.41028,11.4621,12.405,12.4601,10.0989,16.0333,10.7153,8.88021,7.92131
Cre09.g414150.v5.5,12.2442,14.4789,12.8417,12.3027,11.6565,14.2318,11.023,8.40191,14.7725,11.6807,11.8301,11.1216,13.3741,12.0331,19.572,11.7674,11.2583,13.2761,12.9415,12.7992,8.7008,9.04321,11.3459,11.1972,9.33636,12.8652,9.95844,8.46647,5.22142,10.6735,8.12342,8.47139,9.51182,7.34528,8.27624,8.42924,12.0494,10.841
Cre09.g414200.v5.5,45.0239,36.6423,39.7298,45.0505,43.2234,36.1725,50.8087,47.2992,39.5083,54.5354,40.6638,61.3132,44.0829,43.5862,46.0781,50.638,48.3208,51.8498,44.1775,37.8824,40.6662,63.3606,41.1077,106.134,79.8039,84.422,48.5669,41.9724,37.4628,26.8726,24.5858,35.0299,31.7994,41.3566,41.7155,36.9996,25.7907,24.2265
Cre09.g414250.v5.5,10.3897,10.3118,12.3946,16.6936,11.5134,13.8619,12.0905,16.7023,10.7534,12.6032,12.6009,7.23828,9.61492,11.2759,11.1762,13.8839,12.1874,12.6394,12.5904,12.3151,10.1774,12.2278,12.2521,12.9218,11.3255,10.8247,10.1714,7.71745,5.08599,2.76333,3.68994,4.31006,4.28155,4.38026,11.446,4.6318,6.42014,6.3979
Cre09.g414300.v5.5,11.0984,15.0655,11.0619,14.7726,18.8293,20.7971,11.8337,20.0003,13.457,21.1146,15.7168,13.0048,12.9429,10.5066,15.9986,11.2127,11.2895,15.4255,13.7168,12.4042,14.654,15.8749,19.1105,4.00199,3.4787,3.5193,1.16736,3.84818,4.26551,4.60552,4.26712,3.88914,5.50398,3.09811,3.57932,5.97126,4.08656,3.9314
Cre09.g414350.v5.5,2.41024,2.11372,2.56191,2.57761,2.68693,2.62986,2.25793,3.06125,2.94824,2.12663,1.60727,2.39908,2.74588,2.72999,2.93923,2.15808,3.51816,2.75894,2.72339,2.53535,2.14236,2.20108,2.61274,2.38272,2.80495,2.50635,2.56188,2.07673,2.65189,3.56193,1.77975,3.63008,2.27656,2.82604,2.90866,2.18413,1.67633,1.74431
Cre09.g414416.v5.5,0.937963,0.903306,1.25637,0.705882,0.931339,1.06607,1.05443,1.42873,0.85556,3.40999,1.67995,1.99261,0.972872,2.24134,2.08289,2.77823,2.58132,1.8663,1.88681,1.52209,1.53083,3.22195,1.83674,0.280986,0.552691,0.795267,0.592686,2.22106,1.31817,0.150069,0.402664,0.261574,1.41158,0.496757,2.42774,1.05562,0.617088,0.819813
Cre09.g414550.v5.5,5.34045,8.00714,7.15169,8.21214,5.77967,7.72292,7.16797,6.08831,6.74396,6.93903,6.39427,7.67292,8.37262,4.71495,6.8035,5.64315,6.35803,5.20008,6.01218,6.66425,6.59481,7.73644,7.84401,9.11296,8.08469,7.90214,6.07481,7.16675,4.00588,3.44861,3.21071,3.78099,3.58488,3.88595,2.70279,3.19223,5.58787,5.43635
Cre09.g414600.v5.5,2.4242,2.59136,2.71966,2.27716,2.82965,2.26448,3.00244,3.91343,1.86045,2.22697,2.2707,1.86325,2.00233,2.73576,2.13588,2.35328,2.86427,2.73216,2.21139,2.0753,2.65064,2.29416,1.89772,7.1177,5.3297,7.28571,7.34828,2.64625,0.679297,0.624643,0.332333,0.562186,0.604866,0.753816,0.943163,0.76213,2.01463,2.43018
Cre09.g414626.v5.5,0.195628,0.143801,0.121509,0.178218,0.152307,0.168761,0.01,0.01,0.144698,0.137847,0.10793,0.0402752,0.01,0.725747,0.01,0.01,0.01,0.0394984,0.0722164,0.01,0.127098,0.282728,0.196672,24.5655,25.8293,13.4859,14.0892,34.7744,0.291027,0.0885912,0.01,0.01,0.01,0.01,0.0114793,0.052164,2.7751,3.00841
Cre09.g414800.v5.5,18.3808,20.7387,18.3429,21.2324,24.2337,18.8912,20.6662,21.0802,17.4244,21.0866,18.1034,19.9034,20.506,23.0673,17.4549,28.3773,23.8465,19.7514,17.6035,25.0374,20.0899,17.8205,14.7677,22.2336,22.8263,22.4073,30.0248,16.1028,7.31609,4.6049,5.37443,7.36199,7.76973,6.50446,4.56137,7.83578,13.5325,13.9443
Cre09.g414850.v5.5,10.6947,18.7387,15.6263,21.0432,10.6478,12.6089,13.4923,14.8081,14.7354,21.3283,17.1965,14.2748,14.8664,12.8185,12.717,12.3431,12.6531,12.3616,14.1186,16.5343,10.7108,14.671,14.2291,15.8935,15.2888,16.0764,1.14523,6.57979,3.65651,4.58764,2.79792,4.20399,5.32785,5.25914,5.85358,6.19088,11.3403,9.91297
Cre09.g414900.v5.5,6.73729,7.58646,6.50543,6.1377,8.87203,8.42616,4.69094,7.41211,6.9952,15.866,9.8201,5.74202,5.75636,8.24651,5.85778,6.83905,7.48619,6.70032,6.40776,6.0296,6.09109,12.6141,14.0907,2.22576,1.6572,2.7463,2.49677,5.7374,1.72683,1.85596,1.82392,1.81353,1.52373,1.1241,0.538278,1.35544,2.75059,2.44853
Cre09.g415200.v5.5,1.77304,1.63538,1.59307,1.46036,2.21873,1.62287,1.51765,1.0699,1.56131,1.5403,2.2512,2.87021,3.5606,2.48289,2.83847,2.63354,2.43518,1.68689,1.86493,1.83733,2.67206,1.17007,1.68971,1.35552,1.25496,2.07914,2.93106,1.49776,0.485249,1.26182,1.24903,0.995259,0.789982,0.882645,0.471089,0.880629,2.80893,3.12
Cre09.g415250.v5.5,17.8732,15.459,15.3778,12.9563,13.1031,17.4965,17.1824,11.9315,15.9931,23.0648,16.3835,12.5996,12.0424,10.2627,13.6061,15.624,13.788,13.9859,18.4331,12.4446,17.4708,19.2978,16.8639,19.1479,15.3455,21.182,14.6204,12.6467,15.4203,13.6892,14.2584,12.8029,14.8323,12.8642,11.1743,11.8738,8.71891,8.97501
Cre09.g415300.v5.5,10.6994,14.2732,10.6822,9.54414,14.9633,13.6896,11.8648,10.7186,12.1639,19.4763,16.7797,8.8926,9.26322,12.0059,14.7081,9.46677,9.78268,11.0014,11.8125,10.5972,8.75353,14.6757,16.4933,6.75768,4.8461,7.24496,9.75754,12.3232,5.17476,5.31687,5.11491,6.22211,6.26827,4.6466,6.22566,5.96572,6.23705,5.64589
Cre09.g415400.v5.5,1.95782,1.29523,1.54914,1.5364,1.54636,1.3585,1.64687,1.24989,1.19627,1.71445,1.48521,2.08545,1.74406,2.28948,2.23369,2.22444,2.45688,1.54672,2.12892,1.49638,2.00937,1.19946,1.20664,0.703806,1.18518,1.17629,0.695864,0.914103,0.340253,0.387356,0.90285,0.458802,0.602488,0.511076,0.605332,0.69446,2.40366,2.70805
Cre09.g415450.v5.5,4.10917,6.10033,5.16237,6.18732,3.41248,4.90318,2.22738,5.03305,5.13826,6.08961,4.44859,2.65606,3.38298,4.62762,3.97333,2.20145,3.20364,3.33109,4.21299,3.46214,5.5879,3.74997,7.68229,5.16678,5.16184,3.96218,8.23369,3.77585,3.15198,2.78764,1.92471,1.95617,3.80678,2.00465,3.89767,2.91007,6.73741,6.6396
Cre09.g415500.v5.5,0.768795,0.55005,1.27337,1.56417,0.678354,1.14153,1.0123,0.732766,1.24068,1.1316,1.27246,0.5909,0.73953,1.77464,1.15358,0.579718,0.486623,0.889922,1.13521,0.426997,1.24315,0.629616,1.65916,2.07646,2.95211,1.71969,6.86352,1.26963,0.45543,1.07262,0.648588,1.22641,1.17153,0.895576,0.4711,1.38917,3.43458,3.49283
Cre09.g415550.v5.5,103.301,67.5691,85.7155,87.9635,67.2139,63.4225,108.896,114.755,69.1385,82.6565,67.1584,145.788,109.188,124.908,114.859,165.877,153.04,120.666,111.344,81.3433,136.811,136.934,106.798,68.5027,104.799,58.5164,31.9707,91.4915,133.07,104.137,153.402,133.515,110.353,114.64,134.475,114.088,155.677,163.837
Cre09.g415600.v5.5,48.7036,61.0587,54.2476,57.6521,92.3679,76.2043,69.8563,65.8506,58.5819,100.281,77.5747,75.3409,71.7806,79.5597,111.27,131.473,114.998,84.496,86.9709,91.3552,78.0646,132.797,105.859,54.9651,53.8029,52.2572,78.1165,49.5528,22.1045,21.9201,34.077,22.7715,26.1258,25.4518,14.1212,22.552,21.3566,21.1122
Cre09.g415650.v5.5,7.90374,10.0901,10.0304,9.57687,7.86594,11.3689,9.29002,12.6962,17.5161,6.85675,6.44233,5.31954,6.50633,7.93684,4.54346,4.28793,8.11465,6.47086,5.02138,7.50272,7.37062,10.3524,19.696,5.34091,7.61491,3.88756,11.316,10.0666,12.7531,13.5732,12.3976,14.4375,13.0983,16.6683,14.3695,8.60661,7.14962,5.86913
Cre09.g415700.v5.5,60.0436,69.6181,57.4297,81.309,111.763,128.206,76.8752,165.552,90.0167,113.484,107.702,141.001,135.044,132.651,216.427,154.126,125.54,177.733,180.652,128.302,185.121,97.6775,107.079,82.1403,76.1325,55.6693,36.2728,64.8568,55.1242,109.601,122.075,109.426,101.842,100.312,27.7034,101.619,41.1177,41.2033
Cre09.g415750.v5.5,5.02212,4.88898,5.60781,3.44423,4.21752,5.35761,2.175,3.86662,5.79774,2.77448,4.50377,3.71752,4.1688,5.8615,4.81974,2.67041,3.08604,2.70394,4.44386,5.13983,3.74758,1.88476,5.00733,5.84752,3.99902,4.87098,8.9626,5.41299,3.28966,5.04528,2.45328,5.79121,6.29127,5.44286,2.09336,3.25248,10.9577,11.9107
Cre09.g415800.v5.5,33.7446,29.9932,29.1218,37.4537,23.4343,31.3451,36.9219,31.5903,33.3818,23.4064,25.6149,30.7672,38.2146,26.0164,28.411,38.6577,35.7256,32.4148,33.1355,33.1973,35.0312,30.7621,31.9021,25.383,25.662,19.9576,32.6643,40.8379,40.9383,52.3533,34.7751,61.1347,39.7336,48.6329,30.4487,40.8688,45.2357,44.0897
Cre09.g415850.v5.5,104.95,130.934,124.263,108.973,138.778,119.186,135.123,140.65,121.103,89.6147,88.887,118.562,91.246,112.054,112.349,112.991,126.32,98.3813,113.77,134.945,119.469,68.1673,86.8124,79.7543,96.5271,86.4235,62.4442,79.2918,117.69,121.98,111.434,120.172,115.094,113.746,91.1228,99.9533,106.576,108.214
Cre09.g415900.v5.5,14.8004,23.9416,22.9067,17.3292,15.3134,21.0068,22.0265,17.7006,23.4932,14.042,13.868,10.1501,11.4281,16.482,13.8205,5.14803,10.3951,10.5038,14.0441,19.0799,10.0045,7.94818,13.4256,10.4317,10.2347,14.8222,11.7133,8.18518,4.97618,5.72904,10.2071,11.4455,15.835,18.14,7.21152,13.3239,15.6281,12.5828
Cre09.g415950.v5.5,179.009,195.221,176.877,200.012,205.779,237.864,208.93,293.124,237.533,154.366,226.756,293.443,265.639,266.571,295.704,195.519,195.389,256.048,284.159,269.996,332.98,138.714,132.078,267.656,247.517,238.699,195.609,158.704,376.256,685.522,564.946,650.922,408.703,545.996,170.277,454.882,328.065,311.66
Cre09.g416000.v5.5,10.5423,12.5779,10.1606,10.0578,9.32077,9.30495,10.1353,7.63401,8.56611,8.48787,9.46483,9.39941,9.66191,8.80519,6.8746,8.05098,5.44346,7.12847,6.96625,8.35416,7.55036,5.45192,6.86542,10.0892,11.7306,9.4865,18.9149,14.438,8.50433,7.86553,6.76184,6.84186,7.1256,7.30362,5.18262,8.99082,10.3926,11.5477
Cre09.g416050.v5.5,25.7983,20.194,22.0654,19.9652,16.4803,19.7764,17.496,37.3407,21.7836,112.516,33.8296,28.4925,25.83,28.1206,26.4659,13.9546,14.8556,20.3942,29.8551,24.8033,35.6272,107.988,99.6497,15.0288,12.8141,6.35942,3.44856,19.3433,106.758,169.489,149.422,172,141.855,107.425,70.5936,113.189,113.302,110.518
Cre09.g416100.v5.5,14.2787,19.5295,15.6929,16.6109,12.1959,16.6395,15.8736,15.3722,15.7686,21.8849,15.9479,16.8595,13.8309,12.9941,11.4796,15.6979,12.4586,13.7632,12.7964,15.7763,15.0141,21.2664,23.0613,21.2071,21.9476,17.239,22.3255,23.5439,10.7097,7.92322,7.5022,7.21525,9.03491,5.96561,7.38987,8.46474,11.472,12.4866
Cre09.g416150.v5.5,151.197,87.697,120.679,99.6732,83.7155,84.4856,114.085,101.592,101.551,67.0291,85.2985,144.994,125.109,165.97,117.11,150.701,163.654,119.804,134.443,108.388,159.116,86.4633,77.9657,76.7616,92.675,90.4302,62.4434,68.3464,276.087,208.523,303.576,235.495,221.216,229.707,214.38,206.402,170.261,175.711
Cre09.g416200.v5.5,5.77871,5.34139,5.88563,6.90775,7.57296,8.33268,7.7619,7.57469,6.12266,7.28894,9.05371,9.6622,8.03413,10.2913,10.4334,6.62466,8.14816,10.1847,10.0414,6.74534,10.067,5.41392,5.57204,5.59623,4.80015,5.30127,6.2392,7.43772,4.31616,5.48479,9.23149,6.40396,6.54248,5.16048,2.85317,6.30198,10.0589,10.0122
